Link,Name,Price,Rating,Total Ratings,Image Links,Brand,Brand Link
https://www.daraz.pk/products/bluetooth-airpods-tws-i7s-bluetooth-airpods-wireless-bluetooth-handsfree-50-headset-earbuds-for-all-mobiles-i217983725-s1428777750.html?search=1,Bluetooth airpods -TWS i7S Bluetooth AirPods-Wireless Bluetooth Handsfree 5.0-Headset Earbuds For All Mobiles,650,4.8,159,"https://laz-img-cdn.alicdn.com/tfs/TB1oP2bbQvoK1RjSZFNXXcxMVXa-300-200.png,https://static-01.daraz.pk/p/be7dbc1bc6bdc0473a58cff5b989ba29.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/f66d167e26dcefa07a27b79142b3e2d4.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/e1df0c0f2561d0620dab80b9479ef141.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/74e8fdff842e6c8c79078ca41f869032.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/cc5bc2d5b936ea32cab84da31a4f59a8.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/565c18e6e197530c1543db5960a87812.jpg_80x80q80.jpg_.webp",No Brand,-
https://www.daraz.pk/products/universal-in-ear-wired-heavy-bass-earphones-imported-hd-stereo-high-quality-sound-handsfree-with-mic-earbuds-music-elegant-series-360-degree-surround-sound-with-full-bass-clear-mic-best-for-gaming-pubg-music-movies-calling-1-wired-handfree-set-i199574779-s1397036187.html?search=1,"Universal in Ear Wired HEAVY BASS Earphones Imported | HD Stereo High Quality Sound Handsfree with Mic Earbuds Music Elegant Series 360 Degree Surround Sound with Full Bass Clear Mic Best For Gaming PUBG, Music, Movies & Calling - 1 Wired Handfree Set",184,4.5,280,"https://static-01.daraz.pk/p/2ac610e6d6650bbc1710ff3d8ca351d4.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/6ef56be3acc1659b4842faab0b1e5c19.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/94ac191f0b7725206c042e71d781430f.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/2a52561681e30efae9bf6f0124e86a80.jpg_80x80q80.jpg_.webp",No Brand,-
https://www.daraz.pk/products/gionee-100-original-handsfree-imported-earphone-deep-bass-super-clear-sound-for-android-iphones-i192610794-s1385182831.html?search=1,Gionee 100% Original HandsFree Imported Earphone Deep Bass Super Clear Sound For Android & iPhones,331,4.8,451,"https://static-01.daraz.pk/p/cc475b6ba844b3ca3c17e300da251006.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/mdc/765c3bbe4dfd66a143a90576de988871.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/mdc/3db2fdd3b2ac7ed8f8251894806f1f86.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/mdc/a261885d0bbcad2ffc5fa48547e8ad61.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/mdc/32ff69d65ef74b663576cdc7893b14fc.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/8cb214429ffd34c3d9ee878a25cccf8f.jpg_80x80q80.jpg_.webp",No Brand,-
https://www.daraz.pk/products/original-airpods-i7s-tws-twin-mini-wireless-bluetooth-earphone-headset-earbuds-with-charging-box-stereo-high-quality-airbuds-i218912329-s1430733970.html?search=1,Original Airpods i7s TWS Twin Mini Wireless Bluetooth Earphone Headset Earbuds With Charging Box Stereo - High Quality Airbuds,549,4.6,262,"https://laz-img-cdn.alicdn.com/tfs/TB1oP2bbQvoK1RjSZFNXXcxMVXa-300-200.png,https://static-01.daraz.pk/p/137585b68b6088ae768c7fb8b2bea841.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/c7f912fe7ce622a477634e233892189c.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/5263f05e5fb8fac846ef96cd1bb89440.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/7574b3cbb479699a8296f49a5ec01204.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/c9ed5bb004f6966fc977188639c9e482.jpg_80x80q80.jpg_.webp",Carefour,https://www.daraz.pk/carefour-123716035/
https://www.daraz.pk/products/infinix-original-handsfree-infinix-original-handsfree-infinix-handsfree-infinix-100-original-handsfree-handsfree-headphones-handsfree-for-android-handsfree-for-pubg-mobile-i219904599-s1432886114.html?search=1,INFINIX Original Handsfree | Infinix Original Handsfree | Infinix Handsfree | INFINIX 100% Original Handsfree | Handsfree | Headphones | Handsfree for Android | Handsfree for PUBG Mobile,131,4.4,107,"https://static-01.daraz.pk/p/0d34c11d477a8ff814a536094f971cb4.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/ddb96c1aa628c635b242e8e868f332f5.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/3f9db3f5618b013a89c1a3441ecdebe9.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/8f7d183086cc13516e74258224ca3cbd.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/0e7c2663330824641a35c53e08df7b21.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/918c845afc18d3c090e50af1154913b3.jpg_80x80q80.jpg_.webp",No Brand,-
https://www.daraz.pk/products/realme_-buds-plus-2-earphones-handfree-wired-handfreeearphone-quality-stereo-music-sound-for-pubg-real-gamming-watching-movies-with-mic-super-comfortable-cute-handfree-for-girls-men-35mm-jack-earphones-ear-buds-head-phones-for-android-mobile-phone-i216609664-s1426476337.html?search=1,Realme_ Handfree Wired Stereo Music Sound with Mic Super comfortable 3.5mm jack,120,4.5,323,"https://static-01.daraz.pk/p/5d86294ecfa1480ee38cc2241920bbf7.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/6bcb37e52141e4493f1e07932d4c2e37.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/ebc845d5ceb813df29aef057133fc5c1.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/234cdfebb635a6bfa40026974d870cee.jpg_80x80q80.jpg_.webp",No Brand,-
https://www.daraz.pk/products/original-i12-tws-touch-sensor-airpods-earphones-with-charging-case-dock-for-iphone-android-white-i101803841-s1304028751.html?search=1,Original i12 Tws Touch Sensor Airpods / Earphones With Charging Case Dock for Iphone / Android - White,895,4.6,450,"https://static-01.daraz.pk/p/3b7d66338dba57dcca4ca331a07ec8cd.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/299add0881505380bc5d903c22f8ce2e.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/70d3f10c609fbdf7b98a7b92b838a9a8.png_80x80q80.jpg_.webp",No Brand,-
https://www.daraz.pk/products/wiresto-f9-tws-wireless-earbuds-wireless-bluetooth-v50-headset-for-iphone-xiaomi-android-i144612374-s1306132496.html?search=1,Wiresto F9 TWS Wireless Earbuds Wireless Bluetooth V5.0 Headset for iPhone Xiaomi Android,2079,4.7,4025,"https://static-01.daraz.pk/p/59ba94cad45fa4b4253ee002af4591a2.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/8f09cb8eecef02d2d9815caf84856bf2.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/1f58749cf6b1f3769da0f88fc3fb5388.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/a5f64e0a4d2ebcb0118f368422fe1a9f.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/d0016a5c308760be02419faf6534de93.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/29d92f1e3fa6ab5cf37670821e5865b5.jpg_80x80q80.jpg_.webp",Wiresto,https://www.daraz.pk/wiresto-123271809/
https://www.daraz.pk/products/gionee-wired-earphone-mobile-handsfree-for-gaming-pubg-hand-free-with-mic-handfree-for-girls-white-100-original-flash-sale-i209028174-s1433677761.html?search=1,Gionee Wired Earphone Mobile Handsfree for Gaming PUBG Hand Free with Mic Handfree for Girls - White - 100% Original - Flash Sale,340,4.8,187,"https://laz-img-cdn.alicdn.com/tfs/TB1oP2bbQvoK1RjSZFNXXcxMVXa-300-200.png,https://static-01.daraz.pk/p/198603b0be92adaab5f8a5a582e903a0.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/150e7876fc72f595b1ac95b2ac0dee3f.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/5ad37ef51469255615dffc0c510dd798.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/f6591197b4b3a1b6daff07ab8dce8139.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/d77cf407af775265d28bb53f8a12bd0f.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/aaf33a67f54f056d2cbdd8739b653f93.jpg_80x80q80.jpg_.webp",Gionee,https://www.daraz.pk/gionee/
https://www.daraz.pk/products/i7s-and-i11-double-wireless-bluetooth-hand-free-with-power-bank-pod-stereo-earphones-white-bluetooth-ear-phone-for-all-cell-phones-i178482596-s1355488922.html?search=1,I7S AND I11 Double Wireless Bluetooth Hand Free with Power Bank Pod Stereo Earphones White bluetooth ear phone for all cell phones,599,4.4,666,"https://laz-img-cdn.alicdn.com/tfs/TB1oP2bbQvoK1RjSZFNXXcxMVXa-300-200.png,https://static-01.daraz.pk/p/da69449927e9fc40ff8ef646cb911314.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/457b858d70462757c61a25263273a699.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/677a2a2eaea7719c09da67af74160e0c.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/5c59167bda1c0783932901ba83c01f49.jpg_80x80q80.jpg_.webp",No Brand,-
https://www.daraz.pk/products/sk300-earphones-original-universal-handfree-godox-headphone-audio-akg-type-c-bass-i209528979-s1415884666.html?search=1,SK300 earphones original Universal handfree godox headphone audio AKG Type C bass,249,4.3,241,"https://laz-img-cdn.alicdn.com/tfs/TB1oP2bbQvoK1RjSZFNXXcxMVXa-300-200.png,https://static-01.daraz.pk/p/536010e229e7d1b6d05ee73ed3a275ec.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/053650fb08395ac7124466ea170ac4bf.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/c0b5e2f30762d34b86545b80541054ad.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/eb586b546d4d3be455ae3d5f5bef212e.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/820ce17c2e452ea9faaf380588d17cb6.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/ae8f0ca92ff6d806016241094337918b.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/6575bd2f403ba0de8ac987abad886fbb.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/14a2c639dcd743ef11a391d4a587dc98.jpg_80x80q80.jpg_.webp",AKG,https://www.daraz.pk/akg/
https://www.daraz.pk/products/buy-1-get-1-free-high-quality-super-bass-hand-free-handfree-handsfree-earphones-headphones-compatible-with-samsung-and-android-i158832058-s1325238469.html?search=1,(BUY 1 GET 1 FREE) High Quality Super Bass Hand Free Handfree / Handsfree / Earphones / Headphones Compatible With Samsung and Android,199,4.5,353,"https://static-01.daraz.pk/p/cf4c5f419514161ecd6bd91421d22358.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/dbc24ade457699833431f05ea886be29.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/66e355f283177ce6eb320454bde2e106.jpg_80x80q80.jpg_.webp",No Brand,-
https://www.daraz.pk/products/buds-classic-i176950589-s1351866581.html?search=1,Buds Classic,1199,4.7,272,"https://static-01.daraz.pk/p/417ed6df0e2a99c09a2ebf6134e772b5.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/568d47db54e44e9d0c705ea37e5061b7.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/af3bfd7fbbd1f27f5dca346f74c5e269.png_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/a2cc49c96b8c2da3ca8aa541aae14cf3.jpg_80x80q80.jpg_.webp",Realme,https://www.daraz.pk/realme/
https://www.daraz.pk/products/apple-earpods-in-ear-headphones-handfree-for-gaming-with-mic-stereo-handsfree-35mm-headset-for-apple-android-i124460700-s1282202237.html?search=1,"Apple EarPods In-Ear Headphones, Handfree for gaming with mic, Stereo Handsfree & 3.5mm, Headset for Apple & Android",399,4.9,314,"https://static-01.daraz.pk/p/f9a37023053c2b94286f36add4fd9077.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/f1f221a2b2923b28e878230bcf1694f8.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/eab178e349caefd4123bcfa8f3381a6a.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/09d4c6a180ce618c347df9b4ea3c38d6.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/7ade096f6904343cafa7a90bd3ac06de.jpg_80x80q80.jpg_.webp",No Brand,-
https://www.daraz.pk/products/wiresto-true-wireless-earbuds-mini-earphone-headphone-tws-wireless-bluetooth-v50-headset-sport-music-stereo-headphone-led-display-noise-canceling-with-microphone-free-case-box-charging-case-i186838252-s1374044191.html?search=1,Wiresto True Wireless Earbuds Mini Earphone Headphone TWS Wireless Bluetooth V5.0 Headset Sport Music Stereo Headphone LED Display Noise Canceling with Microphone Free Case Box Charging Case,1739,4.7,1817,"https://static-01.daraz.pk/p/f990ec454a17890a9cd33712b78e4d72.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/1279b54b7c70beaacc4b9d86490e564c.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/7f51fa284fca4f27833fa97600c63c9c.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/722ef59bfb4d09a5779831b556b932d2.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/8c3f7ac92e9ef0ee862841a3de976e3c.jpg_80x80q80.jpg_.webp",Wiresto,https://www.daraz.pk/wiresto-123271809/
https://www.daraz.pk/products/i7-i7s-tws-twins-i11-i11s-i12-i12s-airpods-earpods-tws-bluetooth-handfree-handsfree-earphones-headphones-earbuds-wireless-handfree-handsfree-earphones-headphones-earbuds-earpods-for-apple-i147838825-s1311256481.html?search=1,[ Exclusives ] TWS i12 With SENSOR TOUCH Airpods High Quality TWS i12 Mini Universal Dual Pair Bluetooth Earbuds Sport Stereo Earphone With Charging Dock For Both iphone and Android,849,4.4,854,"https://static-01.daraz.pk/p/c1841d7335e9baad3d0f75f6509f4d12.png_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/5ef8fad03767247473be5ba57a6b6ac4.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/d487b5768a9aab720d5b36c927ee9c65.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/5f15daefcd67702a38dc07b3ae7e41d4.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/5ac8045335d31206d4770e8f2087c7f9.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/47610af7aead45e450cb342820aa763d.jpg_80x80q80.jpg_.webp",No Brand,-
https://www.daraz.pk/products/u1-handfree-high-bass-good-quality-good-sound-i128273142-s1287257139.html?search=1,U1 Handfree High Bass Good Quality Good Sound,88,4.2,1167,"https://static-01.daraz.pk/p/2e2e6a5d9e114a8eb92224b19da0dc04.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/7544d960f79d0a7e89b2af9ba0ead009.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/ff4a69735a702c98aa348d16878b53bb.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/944659c53c03d9077047e4160bdf3329.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/761c57b212fb8ae07b4077ae42220b3e.jpg_80x80q80.jpg_.webp",Earphones L29,https://www.daraz.pk/earphones-l29-123551430/
https://www.daraz.pk/products/i7s-and-i-11-double-wireless-bluetooth-earphones-with-power-bank-i118848124-s1288050791.html?search=1,i7S Double and i11 Wireless Bluetooth Hand Free with Power Bank Pod Stereo Earphones White bluetooth ear phone for all cell phones use,584,4.4,924,"https://laz-img-cdn.alicdn.com/tfs/TB1oP2bbQvoK1RjSZFNXXcxMVXa-300-200.png,https://static-01.daraz.pk/p/4b1d09ff5849db8c3568eb76b8016362.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/2de7b14461b9b0f5d9c66665d1328b0c.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/49cd551cac887801826d07b35e5b3ea8.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/3fe5ade20f77340923db2afae5fdc671.jpg_80x80q80.jpg_.webp",No Brand,-
https://www.daraz.pk/products/redmi-airdots-true-wireless-earbuds-tws-headphones-bluetooth-v50-stereo-bass-wireless-handsfree-earphones-with-mic-wireless-charging-case-3-to-5-hours-battery-life-free-charging-cable-included-imported-high-quality-airdots-blue-red-pro-version-i188352402-s1431815093.html?search=1,"Redmi Airdots True Wireless Earbuds TWS Headphones Bluetooth V5.0 Stereo Bass Wireless Handsfree, Earphones With Mic & Wireless Charging Case 3 to 5 Hours Battery Life - Free Charging Cable included - Imported High-Quality AirDots Blue, Red & Pro Version",2031,4.4,335,"https://laz-img-cdn.alicdn.com/tfs/TB1oP2bbQvoK1RjSZFNXXcxMVXa-300-200.png,https://static-01.daraz.pk/p/7f6581f74b8c8e6e9e1d88ed95bd2be0.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/044304562e77127e679d23b9c570c806.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/3f431ed922c67d53ff113594cf35fbde.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/ba17c279ef8dc06d5f41e1efb4b8b2ac.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/6b0a67c0b900725f1949d4db85bd4b9a.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/935d15ab3014e36d120259b9d6747387.jpg_80x80q80.jpg_.webp",Redmi,https://www.daraz.pk/redmi/
https://www.daraz.pk/products/tws-n21-stereo-true-wireless-earphone-touch-control-sport-earbuds-with-microphone-bluetooth-earphone-i220561391-s1434264826.html?search=1,TWS N21 Stereo True Wireless Earphone Touch Control Sport Earbuds With Microphone Bluetooth Earphone,997,4.7,135,"https://static-01.daraz.pk/p/9b39f7f35c6d682c04ed887c1f7b6db8.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/836337c9ee3c754bb4395ca420e9d509.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/e531a78a6698b798cb4bc4f7540cea96.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/b89dc2fc1fa3ad885613a37aaeffdf9d.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/31a9d1666ec5216c2117b0b5fa460b8f.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/01ebf7674ab6acb2ab0e5aaa0df5d4c7.jpg_80x80q80.jpg_.webp",Misuli,https://www.daraz.pk/misuli/
https://www.daraz.pk/products/original-universal-handsfree-superb-bass-earphones-with-stereo-for-pubg-one-handsfree-i215253238-s1424547586.html?search=1,ORIGINAL UNIVERSAL HANDSFREE-SUPERB BASS EARPHONES- WITH STEREO FOR PUBG - ONE HANDSFREE,183,4.5,248,"https://static-01.daraz.pk/p/1d40cfd1987b2dabea740a6887e34a17.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/b3a3954ba4cd2584f7d95c37bbdbf998.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/fd46d01129ac5501b426997ce42232df.jpg_80x80q80.jpg_.webp",No Brand,-
https://www.daraz.pk/products/buy-1-get-1-free-blutooth-handfree-wireless-bluetooth-headset-good-quality-bluetooth-handsfree-earphone-i143850138-s1305074376.html?search=1,BUY 1 GET 1 FREE Blutooth Handfree Wireless Bluetooth Headset Good Quality Bluetooth Handsfree Earphone,470,4.4,1709,"https://static-01.daraz.pk/p/6c43bd0b3e14e33ea1de4f41c4eaf437.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/db8ec08fa2aa9ab2bf9fbf70b7f381ac.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/3a9f43e7b3f3099cb5907707bd7fd414.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/7d9182ab7c22c5e39d0037307fa44e86.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/107c7422d3750731a57adfd0c9374a9f.jpg_80x80q80.jpg_.webp,https://static-01.daraz.pk/p/e20ccbbbcf94364f14f1d1fa314bba48.jpg_80x80q80.jpg_.webp",Bluetooths,https://www.daraz.pk/bluetooths-123535850/
